timestamp,round_id,actual_multiplier,ensemble_prediction,ensemble_range,ensemble_confidence,consensus_range,consensus_strength,recommendation_should_bet,recommendation_target,recommendation_risk,prediction_error,range_correct,model_1_pred,model_2_pred,model_3_pred,model_4_pred,model_5_pred,model_6_pred,model_7_pred,model_8_pred,model_9_pred,model_10_pred
2025-11-12 02:28:49,20251112022819925,5.71,2.04,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,43.0,False,2.04,UNKNOWN,3.67,0,,,,,,1.42,2.17,,3.21,1.52,,,,,,
2025-11-12 02:29:08,20251112022849819,2.55,2.63,MEDIUM,MEDIUM,85.26,MEDIUM-HIGH,43.0,False,2.63,UNKNOWN,0.08,1,,,,,,1.80,4.77,,1.00,3.82,,,,,,
2025-11-12 02:29:41,20251112022932448,1.37,2.15,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,56.1,True,2.15,MEDIUM,0.78,0,,,,,,2.20,3.37,,1.00,2.41,,,,,,
2025-11-12 02:29:52,20251112022941591,1.15,1.38,LOW,LOW,85.26,LOW,57.0,True,1.38,MEDIUM,0.23,1,,,,,,1.28,1.63,,1.07,1.65,,,,,,
2025-11-12 02:30:01,20251112022952467,1.07,1.3,LOW,LOW,85.26,LOW,74.2,True,1.3,MEDIUM,0.23,1,,,,,,1.10,1.18,,1.59,1.33,,,,,,
2025-11-12 02:30:47,20251112023001632,22.68,1.23,LOW,HIGH,85.26,LOW,74.2,True,1.23,MEDIUM,21.45,0,,,,,,1.05,1.08,,1.52,1.26,,,,,,
2025-11-12 02:31:49,20251112023047577,94.12,7.19,HIGH,HIGH,85.26,HIGH,68.8,True,7.19,MEDIUM,86.93,1,,,,,,4.64,10.00,,5.59,10.00,,,,,,
2025-11-12 02:32:07,20251112023149495,2.19,6.55,HIGH,MEDIUM-LOW,85.26,HIGH,43.0,False,6.55,UNKNOWN,4.36,0,,,,,,4.48,10.00,,3.30,10.00,,,,,,
2025-11-12 02:32:23,20251112023207604,1.9,3.28,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,56.1,True,3.28,MEDIUM,1.38,0,,,,,,2.13,10.00,,1.00,2.21,,,,,,
2025-11-12 02:32:46,20251112023223815,3.45,1.86,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,56.1,True,1.86,MEDIUM,1.59,0,,,,,,1.72,3.44,,1.00,1.78,,,,,,
2025-11-12 02:33:02,20251112023247036,1.89,3.63,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM,43.0,False,3.63,UNKNOWN,1.74,0,,,,,,2.47,3.18,,5.92,3.03,,,,,,
2025-11-12 02:33:34,20251112023310512,3.55,2.28,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,74.2,True,2.28,MEDIUM,1.27,0,,,,,,1.89,2.26,,3.05,1.97,,,,,,
2025-11-12 02:34:11,20251112023342897,5.45,2.35,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,57.0,True,2.35,MEDIUM,3.1,0,,,,,,2.05,3.16,,1.72,2.80,,,,,,
2025-11-12 02:35:05,20251112023411278,46.63,3.33,MEDIUM,HIGH,85.26,MEDIUM,31.2,False,3.33,UNKNOWN,43.3,0,,,,,,3.09,5.40,,1.00,4.54,,,,,,
2025-11-12 02:35:25,20251112023505408,2.91,8.12,HIGH,MEDIUM,85.26,HIGH,100.0,True,8.12,MEDIUM,5.21,0,,,,,,5.90,10.00,,7.67,10.00,,,,,,
2025-11-12 02:35:37,20251112023525983,1.17,3.77,MEDIUM-HIGH,LOW,85.26,MEDIUM,56.1,True,3.77,MEDIUM,2.6,0,,,,,,2.88,10.00,,1.03,3.18,,,,,,
2025-11-12 02:35:57,20251112023537974,2.65,2.57,MEDIUM,MEDIUM,85.26,MEDIUM-LOW,43.0,False,2.57,UNKNOWN,0.08,1,,,,,,1.06,2.26,,5.20,1.97,,,,,,
2025-11-12 02:36:08,20251112023557526,1.19,1.99,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,49.3,False,1.99,UNKNOWN,0.8,0,,,,,,2.09,2.28,,1.00,2.69,,,,,,
2025-11-12 02:36:17,20251112023608330,1.16,1.47,LOW,LOW,85.26,LOW,57.0,True,1.47,MEDIUM,0.31,1,,,,,,1.19,1.54,,1.25,1.99,,,,,,
2025-11-12 02:36:34,20251112023618112,1.92,2.01,MEDIUM-LOW,MEDIUM-LOW,85.26,LOW,49.3,False,2.01,UNKNOWN,0.09,1,,,,,,1.11,1.14,,3.84,1.88,,,,,,
2025-11-12 02:36:58,20251112023635096,3.63,1.62,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,74.2,True,1.62,MEDIUM,2.01,0,,,,,,1.53,1.79,,1.07,2.19,,,,,,
2025-11-12 02:37:10,20251112023658302,1.16,2.79,MEDIUM,LOW,85.26,MEDIUM-HIGH,43.0,False,2.79,UNKNOWN,1.63,0,,,,,,2.74,3.54,,1.57,3.58,,,,,,
2025-11-12 02:38:04,20251112023719349,22.77,1.72,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,68.8,True,1.72,MEDIUM,21.05,0,,,,,,1.14,1.73,,2.43,1.69,,,,,,
2025-11-12 02:38:19,20251112023804944,1.6,6.01,HIGH,MEDIUM-LOW,85.26,MEDIUM,57.0,True,6.01,MEDIUM,4.41,0,,,,,,3.32,10.00,,2.63,10.00,,,,,,
2025-11-12 02:38:42,20251112023819396,3.71,2.62,MEDIUM,MEDIUM-HIGH,85.26,MEDIUM-LOW,81.9,True,2.62,MEDIUM,1.09,0,,,,,,1.61,6.70,,1.89,1.69,,,,,,
2025-11-12 02:38:55,20251112023843055,1.43,2.33,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,57.0,True,2.33,MEDIUM,0.9,0,,,,,,1.62,3.29,,2.34,2.51,,,,,,
2025-11-12 02:39:03,20251112023855441,1.05,1.76,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,68.8,True,1.76,MEDIUM,0.71,0,,,,,,1.42,1.97,,2.20,1.59,,,,,,
2025-11-12 02:39:34,20251112023904054,5.95,1.07,LOW,HIGH,85.26,LOW,100.0,True,1.07,MEDIUM,4.88,0,,,,,,1.00,1.12,,1.00,1.21,,,,,,
2025-11-12 02:39:50,20251112023934490,2.03,3.4,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,57.0,True,3.4,MEDIUM,1.37,0,,,,,,2.17,5.77,,1.92,4.75,,,,,,
2025-11-12 02:40:09,20251112023958500,1.15,2.21,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,81.9,True,2.21,MEDIUM,1.06,0,,,,,,2.02,3.02,,2.03,2.05,,,,,,
2025-11-12 02:40:21,20251112024009359,1.16,1.41,LOW,LOW,85.26,LOW,74.2,True,1.41,MEDIUM,0.25,1,,,,,,1.07,1.36,,1.87,1.38,,,,,,
2025-11-12 02:41:02,20251112024021318,14.17,1.13,LOW,HIGH,85.26,LOW,100.0,True,1.13,MEDIUM,13.04,0,,,,,,1.12,1.14,,1.00,1.29,,,,,,
2025-11-12 02:41:10,20251112024102235,1.1,6.04,HIGH,LOW,85.26,MEDIUM,57.0,True,6.04,MEDIUM,4.94,0,,,,,,3.18,10.00,,2.90,10.00,,,,,,
2025-11-12 02:41:22,20251112024110811,1.16,1.95,MEDIUM-LOW,LOW,85.26,LOW,56.1,True,1.95,MEDIUM,0.79,0,,,,,,1.10,4.23,,1.99,1.31,,,,,,
2025-11-12 03:25:27,20251112032130678,1.97,2.3,MEDIUM-LOW,MEDIUM-LOW,84.5,MEDIUM-LOW,75.0,True,2.3,MEDIUM,0.33,1,,,,,,1.53,3.49,,2.37,1.81,,,,,,
2025-11-12 03:25:50,20251112032527785,3.4,2.08,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,74.2,True,2.08,MEDIUM,1.32,0,,,,,,1.84,1.88,,2.63,1.96,,,,,,
2025-11-12 03:26:20,20251112032550880,6.29,2.6,MEDIUM,HIGH,85.26,MEDIUM,68.8,True,2.6,MEDIUM,3.69,0,,,,,,2.24,2.99,,2.55,2.80,,,,,,
2025-11-12 03:26:51,20251112032621084,4.23,4.7,MEDIUM-HIGH,MEDIUM-HIGH,85.26,MEDIUM-HIGH,57.0,True,4.7,MEDIUM,0.47,1,,,,,,3.80,6.16,,4.07,5.42,,,,,,
2025-11-12 03:27:09,20251112032651402,2.41,4.08,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM-HIGH,100.0,True,4.08,MEDIUM,1.67,0,,,,,,3.86,4.77,,3.87,4.07,,,,,,
2025-11-12 03:27:33,20251112032709468,2.53,2.76,MEDIUM,MEDIUM,85.26,MEDIUM,68.8,True,2.76,MEDIUM,0.23,1,,,,,,2.30,2.79,,3.28,2.77,,,,,,
2025-11-12 03:28:07,20251112032755348,1.93,2.58,MEDIUM,MEDIUM-LOW,85.26,MEDIUM,50.7,True,2.58,MEDIUM,0.65,0,,,,,,2.45,2.46,,2.75,2.66,,,,,,
2025-11-12 03:28:30,20251112032808234,2.08,2.12,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,100.0,True,2.12,MEDIUM,0.04,1,,,,,,1.90,2.06,,2.34,2.20,,,,,,
2025-11-12 03:28:38,20251112032830480,1.04,2.24,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,74.2,True,2.24,MEDIUM,1.2,0,,,,,,2.05,2.03,,2.61,2.25,,,,,,
2025-11-12 03:28:59,20251112032838732,2.88,1.59,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,50.7,True,1.59,MEDIUM,1.29,0,,,,,,1.01,1.27,,2.45,1.67,,,,,,
2025-11-12 03:29:12,20251112032859556,1.53,2.41,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,75.2,True,2.41,MEDIUM,0.88,1,,,,,,2.05,2.50,,2.45,2.76,,,,,,
2025-11-12 03:29:20,20251112032912406,1.0,2.01,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,74.2,True,2.01,MEDIUM,1.01,0,,,,,,1.56,1.88,,2.63,2.04,,,,,,
2025-11-12 03:29:48,20251112032920530,5.63,1.4,LOW,HIGH,85.26,MEDIUM-LOW,50.7,True,1.4,MEDIUM,4.23,0,,,,,,1.00,1.11,,1.95,1.54,,,,,,
2025-11-12 03:30:21,20251112032948976,7.4,3.71,MEDIUM-HIGH,HIGH,85.26,MEDIUM,57.0,True,3.71,MEDIUM,3.69,0,,,,,,2.70,5.33,,2.83,4.73,,,,,,
2025-11-12 03:30:35,20251112033022139,1.59,4.29,MEDIUM-HIGH,MEDIUM-LOW,85.26,HIGH,43.0,False,4.29,UNKNOWN,2.7,0,,,,,,2.62,8.00,,2.43,5.63,,,,,,
2025-11-12 03:30:54,20251112033035881,1.74,1.9,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,81.9,True,1.9,MEDIUM,0.16,1,,,,,,1.52,2.93,,1.81,1.72,,,,,,
2025-11-12 03:31:35,20251112033054953,8.36,1.63,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,100.0,True,1.63,MEDIUM,6.73,0,,,,,,1.62,1.69,,1.59,1.66,,,,,,
2025-11-12 03:32:04,20251112033136009,5.23,4.6,MEDIUM-HIGH,HIGH,85.26,HIGH,43.0,False,4.6,UNKNOWN,0.63,0,,,,,,2.44,8.46,,2.62,6.55,,,,,,
2025-11-12 03:32:15,20251112033204474,1.53,3.53,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM-LOW,57.0,True,3.53,MEDIUM,2.0,0,,,,,,2.45,6.26,,2.47,3.99,,,,,,
2025-11-12 03:32:41,20251112033215692,4.53,1.97,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,68.8,True,1.97,MEDIUM,2.56,0,,,,,,1.44,2.40,,2.48,1.80,,,,,,
2025-11-12 03:33:20,20251112033241958,15.0,3.33,MEDIUM,HIGH,85.26,MEDIUM,57.0,True,3.33,MEDIUM,11.67,0,,,,,,3.10,3.78,,2.86,3.79,,,,,,
2025-11-12 03:33:34,20251112033320871,1.54,8.21,HIGH,MEDIUM-LOW,85.26,HIGH,100.0,True,8.21,MEDIUM,6.67,0,,,,,,6.61,10.00,,7.15,10.00,,,,,,
2025-11-12 03:33:43,20251112033334251,1.09,3.42,MEDIUM,LOW,85.26,MEDIUM-LOW,31.2,False,3.42,UNKNOWN,2.33,0,,,,,,1.50,4.71,,5.11,3.13,,,,,,
2025-11-12 03:33:53,20251112033343506,1.13,1.68,MEDIUM-LOW,LOW,85.26,LOW,49.3,False,1.68,UNKNOWN,0.55,0,,,,,,1.00,1.35,,2.50,1.93,,,,,,
2025-11-12 03:34:04,20251112033353558,1.32,1.35,LOW,LOW,85.26,LOW,74.2,True,1.35,MEDIUM,0.03,1,,,,,,1.11,1.11,,1.79,1.37,,,,,,
2025-11-12 03:34:23,20251112033404739,2.4,1.25,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.25,MEDIUM,1.15,0,,,,,,1.21,1.28,,1.02,1.50,,,,,,
2025-11-12 03:35:22,20251112033445203,3.86,1.95,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,100.0,True,1.95,MEDIUM,1.91,0,,,,,,1.83,2.26,,1.52,2.34,,,,,,
2025-11-12 03:35:37,20251112033523232,1.69,2.75,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,57.0,True,2.75,MEDIUM,1.06,0,,,,,,2.17,3.81,,2.28,3.21,,,,,,
2025-11-12 03:36:05,20251112033537732,5.16,1.83,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,100.0,True,1.83,MEDIUM,3.33,0,,,,,,1.59,2.19,,2.06,1.63,,,,,,
2025-11-12 03:36:20,20251112033605574,1.87,2.82,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,57.0,True,2.82,MEDIUM,0.95,0,,,,,,2.10,4.42,,1.74,3.70,,,,,,
2025-11-12 03:36:32,20251112033620777,1.53,1.89,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,81.9,True,1.89,MEDIUM,0.36,1,,,,,,1.79,2.67,,1.51,1.83,,,,,,
2025-11-12 03:36:43,20251112033632906,1.25,1.54,MEDIUM-LOW,LOW,85.26,LOW,56.1,True,1.54,MEDIUM,0.29,0,,,,,,1.44,1.59,,1.69,1.48,,,,,,
2025-11-12 03:37:09,20251112033643362,4.3,1.34,LOW,MEDIUM-HIGH,85.26,LOW,100.0,True,1.34,MEDIUM,2.96,0,,,,,,1.22,1.30,,1.44,1.40,,,,,,
2025-11-12 03:37:33,20251112033709683,2.57,2.75,MEDIUM,MEDIUM,85.26,MEDIUM-LOW,57.0,True,2.75,MEDIUM,0.18,1,,,,,,2.01,3.96,,2.16,3.43,,,,,,
2025-11-12 03:37:43,20251112033733252,1.53,2.43,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,81.9,True,2.43,MEDIUM,0.9,1,,,,,,2.22,3.07,,2.21,2.44,,,,,,
2025-11-12 03:38:10,20251112033743289,4.88,1.72,MEDIUM-LOW,MEDIUM-HIGH,85.26,MEDIUM-LOW,68.8,True,1.72,MEDIUM,3.16,0,,,,,,1.46,1.75,,2.01,1.74,,,,,,
2025-11-12 03:38:45,20251112033810403,8.89,3.07,MEDIUM,HIGH,85.26,MEDIUM-LOW,57.0,True,3.07,MEDIUM,5.82,0,,,,,,2.37,4.31,,2.34,3.80,,,,,,
2025-11-12 03:39:01,20251112033845364,2.05,4.73,MEDIUM-HIGH,MEDIUM-LOW,85.26,HIGH,43.0,False,4.73,UNKNOWN,2.68,0,,,,,,2.63,9.22,,2.32,6.58,,,,,,
2025-11-12 03:39:10,20251112033902150,1.08,2.38,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,81.9,True,2.38,MEDIUM,1.3,0,,,,,,1.99,3.63,,2.25,2.11,,,,,,
2025-11-12 03:40:15,20251112033910723,110.97,1.37,LOW,HIGH,85.26,LOW,74.2,True,1.37,MEDIUM,109.6,0,,,,,,1.00,1.35,,1.82,1.40,,,,,,
2025-11-12 03:40:30,20251112034015984,1.87,10.0,HIGH,MEDIUM-LOW,85.26,HIGH,100.0,True,10.0,MEDIUM,8.13,0,,,,,,10.00,10.00,,10.00,10.00,,,,,,
2025-11-12 03:40:44,20251112034031176,1.55,4.42,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM-LOW,56.1,True,4.42,MEDIUM,2.87,0,,,,,,1.87,10.00,,5.81,2.09,,,,,,
2025-11-12 03:40:55,20251112034044533,1.21,3.1,MEDIUM,LOW,85.26,LOW,31.2,False,3.1,UNKNOWN,1.89,0,,,,,,1.40,3.44,,6.24,1.74,,,,,,
2025-11-12 03:41:03,20251112034055332,1.08,2.52,MEDIUM,LOW,85.26,LOW,49.3,False,2.52,UNKNOWN,1.44,0,,,,,,1.18,1.27,,5.95,1.55,,,,,,
2025-11-12 03:41:17,20251112034104198,1.56,2.28,MEDIUM-LOW,MEDIUM-LOW,85.26,LOW,74.2,True,2.28,MEDIUM,0.72,1,,,,,,1.06,1.10,,5.47,1.36,,,,,,
2025-11-12 03:41:28,20251112034117324,1.32,1.65,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,50.7,True,1.65,MEDIUM,0.33,0,,,,,,1.32,1.47,,2.17,1.67,,,,,,
2025-11-12 03:41:37,20251112034128926,1.04,2.44,MEDIUM-LOW,LOW,85.26,LOW,74.2,True,2.44,MEDIUM,1.4,0,,,,,,1.34,1.39,,5.46,1.46,,,,,,
2025-11-12 03:41:50,20251112034137783,1.56,1.07,LOW,MEDIUM-LOW,85.26,LOW,100.0,True,1.07,MEDIUM,0.49,0,,,,,,1.02,1.09,,1.00,1.21,,,,,,
2025-11-12 03:42:53,20251112034150762,97.0,1.31,LOW,HIGH,85.26,LOW,75.2,True,1.31,MEDIUM,95.69,0,,,,,,1.32,1.45,,1.00,1.52,,,,,,
2025-11-12 03:43:05,20251112034253811,1.53,9.92,HIGH,MEDIUM-LOW,85.26,HIGH,100.0,True,9.92,MEDIUM,8.39,0,,,,,,9.75,10.00,,10.00,10.00,,,,,,
2025-11-12 03:43:53,20251112034305983,27.31,3.52,MEDIUM-HIGH,HIGH,85.26,MEDIUM-LOW,56.1,True,3.52,MEDIUM,23.79,0,,,,,,1.53,10.00,,3.29,1.54,,,,,,
2025-11-12 03:44:14,20251112034353911,2.87,5.0,HIGH,MEDIUM,85.26,LOW,57.0,True,5.0,MEDIUM,2.13,0,,,,,,1.43,10.00,,1.00,10.00,,,,,,
2025-11-12 03:44:27,20251112034414685,1.54,3.68,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM-LOW,56.1,True,3.68,MEDIUM,2.14,0,,,,,,1.56,8.79,,4.07,2.23,,,,,,
2025-11-12 03:44:59,20251112034428111,6.93,1.44,LOW,HIGH,85.26,LOW,81.9,True,1.44,MEDIUM,5.49,0,,,,,,1.40,2.16,,1.00,1.41,,,,,,
2025-11-12 03:45:12,20251112034459971,1.6,3.18,MEDIUM,MEDIUM-LOW,85.26,MEDIUM-LOW,31.2,False,3.18,UNKNOWN,1.58,0,,,,,,1.73,6.17,,1.35,4.72,,,,,,
2025-11-12 03:45:29,20251112034513100,1.54,1.67,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,56.1,True,1.67,MEDIUM,0.13,1,,,,,,1.58,2.88,,1.00,1.59,,,,,,
2025-11-12 03:45:38,20251112034529888,1.53,2.05,MEDIUM-LOW,MEDIUM-LOW,85.26,LOW,56.1,True,2.05,MEDIUM,0.51,1,,,,,,1.43,1.54,,3.74,1.45,,,,,,
2025-11-12 03:46:12,20251112034538579,8.65,2.54,MEDIUM,HIGH,85.26,MEDIUM-LOW,74.2,True,2.54,MEDIUM,6.11,0,,,,,,1.53,1.53,,5.42,1.55,,,,,,
2025-11-12 03:46:24,20251112034612767,1.38,6.21,HIGH,LOW,85.26,HIGH,68.8,True,6.21,MEDIUM,4.83,0,,,,,,2.93,8.90,,7.41,7.12,,,,,,
2025-11-15 22:27:36,20251115222704839,2.1,2.1,MEDIUM-LOW,MEDIUM-LOW,84.5,MEDIUM-LOW,75.0,True,2.1,MEDIUM,0.0,1,,,,,,1.53,3.49,,1.58,1.81,,,,,,
2025-11-15 22:27:46,20251115222736636,1.6,1.84,MEDIUM-LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,74.2,True,1.84,MEDIUM,0.24,1,,,,,,1.96,1.97,,1.44,2.02,,,,,,
2025-11-15 22:28:06,20251115222746821,2.65,1.67,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,100.0,True,1.67,MEDIUM,0.98,0,,,,,,1.52,1.64,,1.74,1.81,,,,,,
2025-11-15 22:28:16,20251115222806695,1.17,2.26,MEDIUM-LOW,LOW,85.26,MEDIUM-LOW,100.0,True,2.26,MEDIUM,1.09,0,,,,,,2.14,2.43,,2.14,2.42,,,,,,
2025-11-15 22:28:34,20251115222816505,1.53,1.49,LOW,MEDIUM-LOW,85.26,LOW,56.1,True,1.49,MEDIUM,0.04,0,,,,,,1.15,1.51,,1.89,1.49,,,,,,
2025-11-15 22:28:52,20251115222834980,1.53,1.49,LOW,MEDIUM-LOW,85.26,MEDIUM-LOW,50.7,True,1.49,MEDIUM,0.04,0,,,,,,1.48,1.42,,1.53,1.51,,,,,,
2025-11-15 22:29:05,20251115222852898,14.31,1.55,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,68.8,True,1.55,MEDIUM,12.76,0,,,,,,1.49,1.55,,1.59,1.58,,,,,,
2025-11-15 22:30:06,20251115222909976,2.65,5.61,HIGH,MEDIUM,85.26,MEDIUM-LOW,57.0,True,5.61,MEDIUM,2.96,0,,,,,,2.49,10.00,,2.06,10.00,,,,,,
2025-11-15 22:30:18,20251115223006799,1.34,2.72,MEDIUM,LOW,85.26,MEDIUM-LOW,81.9,True,2.72,MEDIUM,1.38,0,,,,,,1.87,5.50,,2.22,2.28,,,,,,
2025-11-15 22:30:38,20251115223018363,2.82,1.37,LOW,MEDIUM,85.26,LOW,81.9,True,1.37,MEDIUM,1.45,0,,,,,,1.23,1.76,,1.27,1.35,,,,,,
2025-11-15 22:30:59,20251115223038789,2.88,1.99,MEDIUM-LOW,MEDIUM,85.26,MEDIUM-LOW,74.2,True,1.99,MEDIUM,0.89,0,,,,,,1.86,2.47,,1.48,2.35,,,,,,
2025-11-15 22:31:29,20251115223059675,6.48,2.42,MEDIUM-LOW,HIGH,85.26,MEDIUM-LOW,57.0,True,2.42,MEDIUM,4.06,0,,,,,,2.24,2.99,,2.04,2.64,,,,,,
2025-11-15 22:31:43,20251115223130073,1.58,3.97,MEDIUM-HIGH,MEDIUM-LOW,85.26,MEDIUM,57.0,True,3.97,MEDIUM,2.39,0,,,,,,2.88,6.02,,2.90,4.96,,,,,,
